Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"On the algebraic degree of iterated power functions","Designs, Codes and Cryptography","","91","3","10.1007/s10623-022-01136-x","Clémence BouvierAnne CanteautLéo Perrin","2023","http://link.springer.com/article/10.1007/s10623-022-01136-x","Article"
"RETRACTED ARTICLE: Smart logistics with IoT-based enterprise management system using global manufacturing","Journal of Combinatorial Optimization","","45","2","10.1007/s10878-022-00977-5","Mustafa Qahtan AlsudaniMustafa Musa JaberMohammed Hasan AliSura Khalil AbdAhmed AlkhayyatZ. H. KareemAhmed Rashid Mohhan","2023","http://link.springer.com/article/10.1007/s10878-022-00977-5","Article"
"APAE: an IoT intrusion detection system using asymmetric parallel auto-encoder","Neural Computing and Applications","","35","7","10.1007/s00521-021-06011-9","Amir BasatiMohammad Mehdi Faghih","2023","http://link.springer.com/article/10.1007/s00521-021-06011-9","Article"
"A conditional privacy-preserving fair electronic payment scheme based on blockchain without trusted third party","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03672-1","Zahra HatefiMajid BayatMahdi R. AlaghbandNegin HamianSeyed Morteza Pournaghi","2022","http://link.springer.com/article/10.1007/s12652-021-03672-1","Article"
"Applying the blockchain-based deep reinforcement consensus algorithm to the intelligent manufacturing model under internet of things","The Journal of Supercomputing","","78","14","10.1007/s11227-022-04514-3","Tongtong GengYueping Du","2022","http://link.springer.com/article/10.1007/s11227-022-04514-3","Article"
"Stages of Buyer–Supplier Relationship Evolution Concerning the Future of Relationships: A Systematic Review","Journal of the Knowledge Economy","","","","10.1007/s13132-023-01180-5","Hashem AghazadehHossein Maleki","2023","http://link.springer.com/article/10.1007/s13132-023-01180-5","Article"
"AUGChain: blockchain-based mobile user authentication scheme in global mobility network","The Journal of Supercomputing","","78","5","10.1007/s11227-021-04139-y","Sudip Kumar PalitMohuya ChakrabortySubhalaxmi Chakraborty","2022","http://link.springer.com/article/10.1007/s11227-021-04139-y","Article"
"Green-resilient supplier selection: a hesitant fuzzy multi-criteria decision-making model","Environment, Development and Sustainability","","","","10.1007/s10668-022-02454-9","Moslem AlimohammadlouZahra Khoshsepehr","2022","http://link.springer.com/article/10.1007/s10668-022-02454-9","Article"
"Testing the adoption of Blockchain Technology in Supply Chain Management among MSMEs in China","Annals of Operations Research","","","","10.1007/s10479-022-04856-4","Nianqi DengYangyan ShiJunbin WangJighyasu Gaur","2022","http://link.springer.com/article/10.1007/s10479-022-04856-4","Article"
"Permissionless and asynchronous asset transfer","Distributed Computing","","","","10.1007/s00446-023-00449-x","Petr KuznetsovYvonne-Anne PignoletPavel PonomarevAndrei Tonkikh","2023","http://link.springer.com/article/10.1007/s00446-023-00449-x","Article"
"An analysis of the spillover effects based on patents and inter-industrial transactions for an emerging blockchain technology","Scientometrics","","127","8","10.1007/s11192-022-04457-9","Hiroshi SomedaTakanori AkagiYuya Kajikawa","2022","http://link.springer.com/article/10.1007/s11192-022-04457-9","Article"
"Resilient and dependability management in distributed environments: a systematic and comprehensive literature review","Cluster Computing","","26","2","10.1007/s10586-022-03738-5","Zahra AmiriArash HeidariNima Jafari NavimipourMehmet Unal","2023","http://link.springer.com/article/10.1007/s10586-022-03738-5","Article"
"Blockchain-Based Cryptocurrency Regulation: An Overview","Computational Economics","","59","4","10.1007/s10614-020-10050-0","Satya Prakash YadavKrishna Kant AgrawalBhoopesh Singh BhatiFadi Al-TurjmanLeonardo Mostarda","2022","http://link.springer.com/article/10.1007/s10614-020-10050-0","Article"
"Multi-layered network model for text summarization using feature representation","Soft Computing","","27","1","10.1007/s00500-022-07617-4","G. MalarselviA. Pandian","2023","http://link.springer.com/article/10.1007/s00500-022-07617-4","Article"
"Performance and availability evaluation of the blockchain platform hyperledger fabric","The Journal of Supercomputing","","78","10","10.1007/s11227-022-04361-2","Carlos MeloFelipe OliveiraJamilson DantasJean AraujoPaulo PereiraRonierison MacielPaulo Maciel","2022","http://link.springer.com/article/10.1007/s11227-022-04361-2","Article"
"A model-based approach for planning blockchain service provisioning","Computing","","104","2","10.1007/s00607-021-00956-4","Carlos MeloJean AraujoJamilson DantasPaulo PereiraPaulo Maciel","2022","http://link.springer.com/article/10.1007/s00607-021-00956-4","Article"
"Authentication-enabled attribute-based access control for smart homes","International Journal of Information Security","","22","2","10.1007/s10207-022-00639-x","Melike Burakgazi BilgenOsman AbulKemal Bicakci","2023","http://link.springer.com/article/10.1007/s10207-022-00639-x","Article"
"An efficient security system based on cancelable face recognition with blockchain over cognitive IoT","Multimedia Tools and Applications","","","","10.1007/s11042-023-15534-3","Randa KamalEzz El-Din HemdanNawal El-Fishway","2023","http://link.springer.com/article/10.1007/s11042-023-15534-3","Article"
"A secure cross-chain transaction model based on quantum multi-signature","Quantum Information Processing","","21","8","10.1007/s11128-022-03600-y","Zhuo WangJian LiXiu-Bo ChenChaoyang Li","2022","http://link.springer.com/article/10.1007/s11128-022-03600-y","Article"
"Blockchain based security framework for sharing digital images using reversible data hiding and encryption","Multimedia Tools and Applications","","81","17","10.1007/s11042-022-12617-5","Denslin BrabinChristo AnanthSriramulu Bojjagani","2022","http://link.springer.com/article/10.1007/s11042-022-12617-5","Article"
"A survey on nature-inspired techniques for computation offloading and service placement in emerging edge technologies","World Wide Web","","25","5","10.1007/s11280-022-01053-y","Dinesh KumarGaurav BaranwalYamini ShankarDeo Prakash Vidyarthi","2022","http://link.springer.com/article/10.1007/s11280-022-01053-y","Article"
"Privacy Preserving Blockchain with Energy Aware Clustering Scheme for IoT Healthcare Systems","Mobile Networks and Applications","","","","10.1007/s11036-023-02115-9","José Escorcia-GutierrezRomany F. MansourEsmeide LealJair VillanuevaJavier Jimenez-CabasCarlos SotoRoosvel Soto-Díaz","2023","http://link.springer.com/article/10.1007/s11036-023-02115-9","Article"
"GradingShard: A new sharding protocol to improve blockchain throughput","Peer-to-Peer Networking and Applications","","","","10.1007/s12083-023-01466-0","Yu WangWenyong WangYoulu ZengTing Yang","2023","http://link.springer.com/article/10.1007/s12083-023-01466-0","Article"
"A new grey system approach to forecast closing price of Bitcoin, Bionic, Cardano, Dogecoin, Ethereum, XRP Cryptocurrencies","Quality & Quantity","","","","10.1007/s11135-022-01463-0","Pawan Kumar SinghAlok Kumar PandeyS. C. Bose","2022","http://link.springer.com/article/10.1007/s11135-022-01463-0","Article"
"Towards green Internet of Things (IoT) for a sustainable future in Gulf Cooperation Council countries: current practices, challenges and future prospective","Wireless Networks","","29","2","10.1007/s11276-022-03133-3","Mahmoud A. AlbreemAbdul Manan SheikhMohammed J. K. BashirAyman A. El-Saleh","2023","http://link.springer.com/article/10.1007/s11276-022-03133-3","Article"
"Transforming Skill Gap Crisis into Opportunity for Upskilling in India’s IT-BPM Sector","The Indian Journal of Labour Economics","","65","3","10.1007/s41027-022-00383-9","Nausheen NizamiTulika TripathiMeha Mohan","2022","http://link.springer.com/article/10.1007/s41027-022-00383-9","Article"
"About Approaches to the Definition of Concept and Problems of Legal Regulation of Digital Financial Assets","Public Organization Review","","22","4","10.1007/s11115-021-00549-x","Alexander G. GurinovichMarina A. LapinaGennady P. TolstopyatenkoPavel A. Patrikeev","2022","http://link.springer.com/article/10.1007/s11115-021-00549-x","Article"
"Identifying disruptive technologies by integrating multi-source data","Scientometrics","","127","9","10.1007/s11192-022-04283-z","Xiwen LiuXuezhao WangLucheng LyuYanpeng Wang","2022","http://link.springer.com/article/10.1007/s11192-022-04283-z","Article"
"Blockchain Technology Application Challenges in Renewable Energy Supply Chain Management","Environmental Science and Pollution Research","","","","10.1007/s11356-021-18311-7","Khalid AlmutairiSeyyed Jalaladdin Hosseini DehshiriSeyyed Shahabaddin Hosseini DehshiriAo Xuan HoaJoshuva Arockia DhanrajAli MostafaeipourAlibek IssakhovKuaanan Techato","2022","http://link.springer.com/article/10.1007/s11356-021-18311-7","Article"
"Bubbly Bitcoin","Economic Theory","","74","3","10.1007/s00199-021-01389-y","Feng DongZhiwei XuYu Zhang","2022","http://link.springer.com/article/10.1007/s00199-021-01389-y","Article"
"Distributed authentication framework for Hadoop based bigdata environment","Journal of Ambient Intelligence and Humanized Computing","","13","9","10.1007/s12652-021-03522-0","M. HenaN. Jeyanthi","2022","http://link.springer.com/article/10.1007/s12652-021-03522-0","Article"
"IoT Eco-system, Layered Architectures, Security and Advancing Technologies: A Comprehensive Survey","Wireless Personal Communications","","122","2","10.1007/s11277-021-08958-3","Aparna RajSujala D. Shetty","2022","http://link.springer.com/article/10.1007/s11277-021-08958-3","Article"
"A novel block encryption method based on Catalan random walks","Multimedia Tools and Applications","","81","25","10.1007/s11042-021-11497-5","Muzafer SaračevićSudhir Kumar SharmaKhaleel Ahmad","2022","http://link.springer.com/article/10.1007/s11042-021-11497-5","Article"
"A Distributed Data Storage Strategy Based on LOPs","Arabian Journal for Science and Engineering","","47","8","10.1007/s13369-021-06371-3","Qianqiu WangXiaoping YeXianlu LuoLunjie LiHainan Chen","2022","http://link.springer.com/article/10.1007/s13369-021-06371-3","Article"
"Labour, control, and value: Marx meets Negri in Bitcoin mining","Dialectical Anthropology","","46","1","10.1007/s10624-021-09638-1","Martin Tremčinský","2022","http://link.springer.com/article/10.1007/s10624-021-09638-1","Article"
"The provision strategy of blockchain service under the supply chain with downstream competition","Annals of Operations Research","","","","10.1007/s10479-022-05034-2","Jiaguo LiuHuida ZhaoYibing LyuXiaohang Yue","2022","http://link.springer.com/article/10.1007/s10479-022-05034-2","Article"
"An efficient dynamic transaction storage mechanism for sustainable high-throughput Bitcoin","The Journal of Supercomputing","","","","10.1007/s11227-023-05237-9","Xiongfei ZhaoGerui ZhangYain-Whar Si","2023","http://link.springer.com/article/10.1007/s11227-023-05237-9","Article"
"An Exploratory State-of-the-Art Review of Artificial Intelligence Applications in Circular Economy using Structural Topic Modeling","Operations Management Research","","15","3 - 4","10.1007/s12063-021-00212-0","Rohit AgrawalVishal A. WankhedeAnil KumarSunil LuthraAbhijit MajumdarYigit Kazancoglu","2022","http://link.springer.com/article/10.1007/s12063-021-00212-0","Article"
"A Blockchain-Based Protocol for Malicious Price Discrimination","Journal of Computer Science and Technology","","37","1","10.1007/s11390-021-0583-x","Li-De XueYa-Jun LiuWei YangWei-Lin ChenLiu-Sheng Huang","2022","http://link.springer.com/article/10.1007/s11390-021-0583-x","Article"
"A Dynamic Sharding Model Aware Security and Scalability in Blockchain","Information Systems Frontiers","","","","10.1007/s10796-023-10380-y","Kahina KhacefSalima BenbernouMourad OuziriMuhammad Younas","2023","http://link.springer.com/article/10.1007/s10796-023-10380-y","Article"
"Research on carbon emission reduction and blockchain investment under different dual-channel supply chains","Environmental Science and Pollution Research","","29","43","10.1007/s11356-022-20366-z","Yongchang JiangChang Liu","2022","http://link.springer.com/article/10.1007/s11356-022-20366-z","Article"
"Voting-based probabilistic consensuses and their applications in distributed ledgers","Annals of Telecommunications","","77","1 - 2","10.1007/s12243-021-00875-7","Serguei PopovSebastian Müller","2022","http://link.springer.com/article/10.1007/s12243-021-00875-7","Article"
"Enhancing the performance of permissionless blockchain networks through randomized message-based consensus algorithm","Peer-to-Peer Networking and Applications","","16","2","10.1007/s12083-022-01407-3","Melak AyenewHang LeiXiaoyu LiQian WeizhongEyerusalem AbejeWenjia XiangAbebe Tegene","2023","http://link.springer.com/article/10.1007/s12083-022-01407-3","Article"
"Data-driven decision making with Blockchain-IoT integrated architecture: a project resource management agility perspective of industry 4.0","International Journal of System Assurance Engineering and Management","","13","2","10.1007/s13198-021-01377-4","Santosh B. RaneYahya Abdul Majid Narvel","2022","http://link.springer.com/article/10.1007/s13198-021-01377-4","Article"
"Application of blockchain technology in shaping the future of food industry based on transparency and consumer trust","Journal of Food Science and Technology","","60","4","10.1007/s13197-022-05360-0","Vinay SinghSanjeev Kumar Sharma","2023","http://link.springer.com/article/10.1007/s13197-022-05360-0","Article"
